filename,proc_error,Eye,pal_T,pal_TI,pal_NI,pal_N,pal_NS,pal_TS,pal_PMB,pal_G,pal_NT_ratio,pal_disc,disc_area,distance,eccentricity,vessel_mass,crowdedness,DD,DM,hypoplasia,wobbliness,torsion,ovality,tilt,cont_int,reject_TREE,reject_thresh
BEH-108.png,0,R,1,1,1,1,1,1,1,1,1,1,4673,285.62220818623,0.324863355944497,124908,0.400735515247334,75.0766875334732,248.083864419493,0.302626241771708,0.951527567183921,10.4929211940083,0.94576096343869,0,1,0,1
BEH-109.png,0,L,1,1,1,1,1,1,1,1,1,1,3821,218.454154314215,0.637106916863723,123771,0.351971371302039,61.4814273476,187.713440640415,0.327528104209512,0.923967531716346,8.44972579776784,0.770775438428341,0,1,1,1
BEH-11.png,0,L,1.295213,1.315911,1.497764,1.40951,1.374516,1.309789,1.260579,1.374455,1.088246,1.565601,3447,487.082924715159,0.409959310657058,76447,0.258179281478898,63.3138723923172,455.425988519001,0.139021210884797,0.959805784715433,16.2909529120173,0.912103811857833,0,0.5209302,0,0
BEH-110.png,0,R,1.771043,1.736851,1.396383,1.579365,1.572421,1.511596,1.786133,1.649489,0.8917711,1.742223,2679,251.644177802518,0.429951733348234,90082,0.357582590378425,55.5382807211656,223.875037441935,0.248077147661316,0.961741148184906,15.1305897578383,0.902851874335347,0,0.4652778,0,1
BEH-111.png,0,R,1.950455,1.869092,1.335394,1.610731,1.592321,1.687314,1.944784,1.735998,0.8258235,1.844007,2444,259.16934458408,0.497071697720566,78156,0.273299093066346,52.0092509651599,233.1647191015,0.223057978778168,0.9584017515052,8.64036715774742,0.867709471727256,0,0.4086956,0,1
BEH-112.png,0,L,1.790694,1.578937,1.284459,1.515441,1.557461,1.511289,1.838693,1.586455,0.8462868,1.64688,2591,435.249610332573,0.51453085485252,71322,0.324841750112207,53.2485391208578,408.625340772144,0.130311397282015,0.882277300118504,19.5261353006028,0.85747186508056,0,0.5284091,1,1
BEH-113.png,0,L,1.723486,1.55247,1.447199,1.545743,1.499719,1.547984,1.768314,1.589437,0.8968698,1.656494,2639,184.1577384019,0.391230767108976,88456,0.380358012664394,55.6489080473428,156.333284378228,0.355963275950292,0.957930846406683,30.799003571336,0.920292609373411,0,0.493421,0,1
BEH-114.png,0,L,1.400014,1.014707,0.8912161,0.9766299,0.9133295,1.037315,1.519004,1.113201,0.6975859,1.314607,3821,201.26844296479,0.523802977360537,107934,0.338593675081824,64.4856286706626,169.025628629458,0.381513911195263,0.95447336597744,24.3966782124398,0.851839445499113,0,0.5919541,0,1
BEH-115.png,0,L,1.223347,1.003333,0.8900053,0.9803574,0.8782834,0.9689458,1.281857,1.042409,0.801373,1.283987,4130,313.514278109813,0.438539074182979,106254,0.330882566059611,68.7759743106556,279.126290954486,0.246397335326145,0.976894484188505,19.1544986806551,0.898712123215624,0,0.5672514,0,1
BEH-116.png,0,L,1.193295,1.01605,0.8884948,1.00925,0.983216,1.008189,1.261162,1.051617,0.8457674,1.162163,3103,194.971828417618,0.319080803597543,102949,0.395490901560842,61.2291762105934,164.357240312321,0.372537139795254,0.950113678740271,2.48193830660156,0.947727513990992,0,0.5687204,0,1
BEH-117.png,0,L,1.223953,1.049568,0.9619073,1.059095,1.021752,1.035486,1.294033,1.090703,0.8653072,1.208154,3278,179.268909377099,0.35657511994947,99683,0.395246263170791,62.4829469383975,148.027435907901,0.422103825248131,0.959283784253923,4.03885177704927,0.934266655635863,0,0.55,0,1
BEH-118.png,0,R,1.235064,1.072945,0.911411,1.007134,0.9944592,1.049372,1.294611,1.090874,0.8154504,1.265996,2896,174.891670552597,0.448920934742126,98551,0.336713601997642,57.4478123792706,146.167764362961,0.393026551576839,0.958465868185091,13.5436578898983,0.893571482507279,0,0.5128205,0,1
BEH-119.png,0,L,1.080727,1.04844,1.058398,1.261475,1.126308,0.9569447,1.117947,1.13342,1.167247,1.310509,3206,490.738703552965,0.467913420360365,109233,0.360688905818731,60.0837972634227,460.696804921254,0.130419392150316,0.977209173937568,8.98307097182287,0.883774310017362,0,0.504717,0,1
BEH-12.png,0,L,1.243308,1.174263,0.873866,0.9857883,1.015744,1.072565,1.247184,1.112913,0.7928753,1.263532,2895,191.666758432614,0.422141763450503,95381,0.422624396853268,57.9303566409983,162.701580112115,0.356052821374442,0.932318677189027,14.0581244038519,0.906529829377334,0,0.5561497,1,1
BEH-120.png,0,L,1.283594,1.022638,0.9363673,1.057889,0.9858907,1.149823,1.31621,1.116428,0.8241613,1.226546,4290,209.858491157324,0.540036916347615,106001,0.343120930928684,67.8549519465489,175.931015184049,0.385690674697482,0.96805025316113,1.82051396191427,0.841641330366896,0,0.6325301,0,1
BEH-121.png,0,R,1.132544,0.9270374,0.8174492,0.9085337,0.9268435,1.007402,1.175929,0.9873737,0.8022064,1.111735,3809,184.811336440525,0.468306815182143,102635,0.325662826171281,65.4827335388249,152.069969671113,0.430609236527415,0.978145292207792,3.83682123725778,0.883565915398482,0,0.6666667,0,1
BEH-122.png,0,L,1.278578,1.045558,0.9350737,1.054783,0.9840328,1.135162,1.305607,1.109937,0.8249658,1.222426,4265,200.675192731401,0.530872618388951,101838,0.337166900420757,67.8657663285476,166.742309567128,0.407009873527186,0.976231238167704,3.01420227557379,0.847451628734561,0,0.6347305,0,1
BEH-123.png,0,R,1.053457,0.9527207,0.8455037,0.9417335,0.9203079,0.8754655,1.106034,0.9601879,0.8939459,1.037245,4189,188.204759331335,0.471669932996014,113658,0.383474678012659,68.6596254877138,153.874946587478,0.446204057323137,0.957188527584947,25.360187186089,0.881775183540303,0,0.440678,0,1
BEH-124.png,0,L,1.077429,0.9729249,0.8601177,0.9361772,0.9014022,0.8951219,1.123691,0.9733068,0.868899,1.103711,3977,183.15509467658,0.427656058042814,110814,0.353502638455873,67.6961135199447,149.307037916608,0.453402026217645,0.962209441878774,11.0839871076723,0.903941533518225,0,0.5,0,1
BEH-125.png,0,R,1,1,1,1,1,1,1,1,1,1,4383,280.957730008858,0.398580415844577,140855,0.490401793852773,71.6063367191092,245.154561649303,0.292086495300638,0.957436123882006,24.3333032644515,0.917133388392967,0,1,0,1
BEH-126.png,0,L,1,1,1,1,1,1,1,1,1,1,3859,205.504689395196,0.41297713130167,138871,0.448704942131307,66.9756492318022,172.016864779295,0.38935513281058,0.951916173474338,6.67064870658209,0.91074139524996,0,1,0,1
BEH-127.png,0,R,1,1,1,1,1,1,1,1,1,1,4379,267.919827346431,0.397821713760722,138558,0.483310521032941,71.5858838033056,232.126885444778,0.308391178669976,0.954928267571431,16.6474092369389,0.917462742600746,0,1,0,1
BEH-128.png,0,L,1,1,1,1,1,1,1,1,1,1,3782,221.222108206133,0.391871974445251,136932,0.431584481127116,66.6926671572841,187.875774627491,0.354982792696496,0.943840879249137,13.4714695012514,0.920019758290212,0,1,0,1
BEH-129.png,0,R,1.278759,1.140118,1.030465,1.10404,1.042425,1.033621,1.335697,1.147779,0.8633683,1.218403,2581,352.234897380921,0.50984015539205,94096,0.358593070905253,53.1892349414078,325.640279910217,0.163337394735297,0.977963965299918,3.55432671300964,0.860269153201375,0,0.4644809,0,1
BEH-13.png,0,L,1.185977,1.205891,0.904116,1.02927,1.116299,1.097964,1.181847,1.119515,0.8678672,1.306917,3296,179.432903630019,0.315258729663273,95120,0.370034876961829,63.1653611607917,147.850223049623,0.4272253355992,0.951468235188065,31.1941569910381,0.949005760452011,0,0.5480769,0,1
BEH-130.png,0,L,1.361121,1.089054,0.9768562,0.9324319,1.015007,1.171292,1.442545,1.141683,0.6850473,1.213188,3345,199.219179683469,0.542634475074302,102131,0.34839188106259,60.4706490494104,168.983855158764,0.357848677275099,0.846013671640134,85.9237367865012,0.839968943747825,0,0.5368421,1,1
BEH-131.png,0,L,1.279465,1.048008,1.041051,1.047483,1.014735,1.18286,1.335998,1.139689,0.8186886,1.290942,3312,179.772624964491,0.430531436056095,110421,0.354117760944798,61.7140670439148,148.915591442534,0.414423140291056,0.979119678191922,18.3174901342767,0.902575582745,0,0.5814978,0,1
BEH-132.png,0,R,1.080902,0.9146198,0.8799117,0.9158086,0.8832939,0.9688447,1.136937,0.9716039,0.8472631,1.127303,3082,168.368776003826,0.419847809387646,92470,0.339787843071224,59.7090379817704,138.514257012941,0.431067814024314,0.973368113781753,5.85368851355477,0.907594522323925,0,0.5860215,0,1
BEH-133.png,0,R,1.212767,1.031,0.8287245,0.9755934,0.9703632,1.065804,1.27993,1.057269,0.8044363,1.281414,4125,199.509864233512,0.266072335789923,107813,0.365610124230814,71.1866150590342,163.916556703995,0.434285690783422,0.973964430542158,10.2573021846443,0.963953065313501,0,0.4907975,0,1
BEH-134.png,0,L,1.197667,1.025459,0.8626947,0.9630414,0.9182885,1.035841,1.270685,1.05235,0.8040977,1.259234,3730,197.921837750076,0.294184762719578,103836,0.366325381935138,67.4062743957849,164.218700552184,0.410466494797072,0.972892780712728,23.6892612285834,0.95574856807825,0,0.4971098,0,1
BEH-135.png,0,R,1.226399,1.031695,0.8409795,0.9745726,0.9914067,1.066864,1.292676,1.06081,0.7946619,1.275491,4145,203.966015585706,0.339771645367749,101929,0.359125954125089,70.486095662064,168.722967754674,0.417762303497127,0.973248324524855,7.97073565626596,0.940507963285847,0,0.4907975,0,1
BEH-136.png,0,L,1.202725,1.0244,0.8637008,0.956872,0.9228734,1.032303,1.270983,1.04596,0.7955869,1.249465,3691,197.913658129679,0.32418852355926,98818,0.355494927842195,66.7184382240054,164.554439017676,0.405449033294317,0.96972979729589,15.9388753498343,0.945992495315088,0,0.5,0,1
BEH-137.png,0,L,1.339199,1.294131,1.055187,1.092201,1.15487,1.192514,1.363132,1.243857,0.8155632,1.465755,2764,194.107240423322,0.368279437215361,102046,0.377507528039219,57.2284612622802,165.493009792182,0.345805912492285,0.96465269214961,2.64957598071663,0.929715147840637,0,0.562189,0,1
BEH-138.png,0,R,1.298329,1.371098,1.149612,1.229514,1.161098,1.174085,1.293227,1.267405,0.9469978,1.492695,2980,200.457334357456,0.361256773897963,106048,0.390029955805113,59.5092951858988,170.702686764507,0.348613699724568,0.974649296027492,0.797132481990445,0.932466376505253,0,0.5079365,0,1
BEH-139.png,0,L,1.351033,1.2922,1.086699,1.086934,1.157337,1.246261,1.37785,1.248085,0.8045212,1.462178,2703,194.307385610371,0.36043800315832,95307,0.37088835180382,56.7019774002749,165.956396910234,0.341667922755308,0.919037141809419,0.544440721062756,0.932783171953291,0,0.565,1,1
BEH-14.png,0,R,1.529055,1.733207,1.414281,1.596831,1.811312,1.164623,1.573153,1.568324,1.044325,1.854301,3046,336.227165107912,0.519687139189416,59334,0.289421942587495,57.6941477636155,307.380091226104,0.187696436465615,0.912218745686284,4.6275125287406,0.854356645295816,0,0.3375796,1,1
BEH-140.png,0,R,1.312636,1.364472,1.168849,1.203981,1.170291,1.203173,1.304339,1.266189,0.9172237,1.486817,3005,201.18217968107,0.357324024377705,100182,0.392470331831652,59.8015719407961,171.281393710672,0.349142254422642,0.968795703262898,1.6815544822858,0.93398048245267,0,0.5106383,0,1
BEH-141.png,0,R,1,1,1,1,1,1,1,1,1,1,3230,224.392960083929,0.433936267740237,141842,0.499138567560916,60.9241428204824,193.930888673688,0.314153888723701,0.94230530017754,19.4712267867363,0.900943569564528,0,1,0,1
BEH-142.png,0,L,1,1,1,1,1,1,1,1,1,1,2841,233.391780659252,0.164121390872803,132796,0.492654796481037,59.7612626844844,203.51114931701,0.293651050004115,0.960525283176812,6.44603329527654,0.986440149759719,0,1,0,1
BEH-143.png,0,R,1,1,1,1,1,1,1,1,1,1,3256,275.358911693036,0.415870083749306,141610,0.501721864009379,61.4643503192329,244.626736533419,0.251257696481742,0.93469707131679,18.0922708400056,0.909424033904067,0,1,0,1
BEH-144.png,0,L,1,1,1,1,1,1,1,1,1,1,2847,251.469420702831,0.237533281435619,128327,0.493130134873679,59.3702600070555,221.784290699303,0.267693711848826,0.958780963347771,7.78405896767752,0.971379400754631,0,1,0,1
BEH-145.png,0,R,1.412688,1.449199,1.287342,1.352851,1.3899,1.347896,1.427059,1.382974,0.9576429,1.452547,2510,153.019409582319,0.215488795059546,101746,0.398646915480313,55.8954495167748,125.071684823932,0.446907304362782,0.939530340991125,63.1341116146656,0.976506312935961,0,0.4545455,1,1
BEH-146.png,0,L,1.291219,1.328966,1.249008,1.361835,1.383228,1.21755,1.296511,1.318712,1.05469,1.39261,2691,460.066972958554,0.380695763117039,100847,0.422456109317649,56.391205397942,431.871370259583,0.13057407663779,0.942042392309858,15.8784476257508,0.924700349272528,0,0.4825871,1,0
BEH-147.png,0,L,1.11662,1.181556,0.9561604,0.9688839,1.046775,0.997879,1.093157,1.051122,0.8676935,1.096504,3718,182.45905479861,0.465942189723862,101152,0.353242468028209,65.5753634215526,149.671373087834,0.438128962597745,0.855728873018856,84.2491753671544,0.884815164786032,0,0.5351351,1,1
BEH-148.png,0,L,1.228325,1.272043,1.114764,1.187983,1.2048,1.123479,1.211459,1.201985,0.9671569,1.309862,2612,439.613872307419,0.425620196666701,99384,0.38514561169192,55.0099409940245,412.108901810407,0.133483991130413,0.889652211249463,2.41594144771378,0.904901899760078,0,0.4754902,1,1
BEH-149.png,0,R,1.42431,1.45059,1.291868,1.36152,1.404962,1.333833,1.437685,1.388962,0.9559153,1.45202,2501,152.908318458322,0.212524152158287,96486,0.377958804794904,55.8296760382018,124.993480439221,0.4466607045585,0.936632167194138,11.0453258967427,0.97715581395671,0,0.4545455,1,1
BEH-15.png,0,R,1.710562,1.781446,1.414687,1.596874,1.810848,1.178306,1.747042,1.628007,0.9335375,1.858158,2761,349.053561982534,0.592309848452208,58638,0.309543460318839,53.3594734883578,322.373825238355,0.16552048991231,0.924442598697018,4.58973846430158,0.805710272633111,0,0.3461539,1,1
BEH-150.png,0,L,1.296758,1.362643,1.271923,1.37039,1.383325,1.228797,1.291552,1.330323,1.056781,1.401835,2607,462.514831617176,0.240763502094245,97010,0.407883461868038,56.8199839614748,434.104839636438,0.130890003458753,0.938260159676772,2.46027039199528,0.970583811970566,0,0.4825871,1,0
BEH-151.png,0,L,1.12286,1.185362,1.038236,1.088205,1.107749,1.086987,1.107134,1.113721,0.9691367,1.160225,2374,171.667768578246,0.32879958746857,95460,0.394755432954316,53.6163167286099,144.859610213941,0.370126059634047,0.827124254845926,79.2500606528024,0.944399720076461,0,0.5351351,1,1
BEH-152.png,0,L,1.21043,1.261739,1.109902,1.185842,1.209724,1.126953,1.196117,1.193616,0.9796861,1.299084,2571,431.941077650148,0.395419539374796,93890,0.373186663149892,54.9574886710555,404.46233331462,0.135877890582967,0.916525753549668,10.1456272241088,0.918500619423103,0,0.4803922,1,1
BEH-153.png,0,L,1.43099,1.231017,1.092736,1.164033,1.123176,1.256615,1.446124,1.259578,0.8134457,1.356242,3452,195.821015216278,0.425081708964833,105048,0.397061042563811,63.1082923567027,164.266869037927,0.384181501274806,0.964997799295775,13.0846366493107,0.905154981593504,0,0.532,0,1
BEH-154.png,0,R,1.432405,1.403676,1.169118,1.292209,1.244358,1.274411,1.458393,1.339763,0.9021255,1.454545,3527,164.361413734932,0.24025344403995,89284,0.269469644499449,66.0708577442645,131.3259848628,0.503105747223526,0.969999781816595,12.7206533187348,0.970710194974248,0,0.5544555,0,1
BEH-155.png,0,L,1.528323,1.459726,1.311674,1.424365,1.343494,1.418416,1.564227,1.447835,0.931979,1.576551,3504,170.053486543709,0.501072588227237,81365,0.300033185714122,62.1722793792641,138.967346854077,0.447387683414208,0.972604392951967,15.1286544609621,0.865405258435178,0,0.520202,0,1
BEH-156.png,0,L,1.569347,1.49166,1.386579,1.516158,1.425514,1.393955,1.615983,1.493874,0.9661073,1.624361,3772,169.650759148672,0.484903100915697,85194,0.271382698196666,64.8505562060612,137.225481045642,0.47258392327655,0.962369952746963,2.94774502136639,0.874567883427205,0,0.5384616,0,1
BEH-157.png,0,L,1.298942,1.036715,0.9928411,1.069245,0.9844753,1.143667,1.355024,1.124213,0.8231658,1.230775,4108,283.217902328792,0.532906124990877,98787,0.390857609901337,66.5563702373277,249.939717210128,0.266289691691428,0.976666823728973,8.65822191311867,0.846174368524129,0,0.6095238,0,1
BEH-158.png,0,R,1.392632,1.118361,0.9312567,0.9879304,1.049604,1.139615,1.474336,1.151188,0.7093979,1.341401,3439,180.133543203464,0.644572908111865,90260,0.341777442386951,57.9276438661622,151.169721270383,0.383196075109198,0.957311595408418,5.48732416851409,0.764542847803976,0,0.5384616,0,1
BEH-159.png,0,R,1.066566,0.9195814,0.8271633,0.882539,0.8357916,0.9420082,1.085739,0.9369857,0.8274581,0.9950499,1919,174.850807274642,0.561068284275402,92637,0.292184594814799,45.0831610170598,152.309226766113,0.2959975700375,0.70484853425886,14.0311598379388,0.827769521292163,0,0.6428571,1,1
BEH-16.png,0,L,1.606983,1.519264,1.189542,1.487682,1.399221,1.121709,1.695992,1.440939,0.9257609,1.730234,4278,189.208734517969,0.505623215467851,90391,0.301253421697162,68.706866961841,154.855301037048,0.443684307232099,0.918742720331306,4.05914403859757,0.862754405366876,0,0.4685039,1,1
BEH-160.png,0,R,1.152353,1.056273,0.9224489,0.9148657,0.9029023,1.04925,1.142292,1.017167,0.793911,1.12179,2153,177.544069816269,0.547794015933837,103898,0.309855525904113,47.9284902104338,153.579824711052,0.31207543243787,0.960958190236985,14.3587360749688,0.836613241651768,0,0.5947368,0,1
BEH-161.png,0,L,1.14013,0.9399709,0.8329686,0.8173952,0.8059028,0.9440014,1.223049,0.951019,0.7169318,1.102069,2265,173.438154656331,0.490053281843262,95681,0.361301339404828,50.2177151638736,148.329297074394,0.338555606709894,0.712960920843967,11.2505362505405,0.87169248072623,0,0.6705202,1,1
BEH-162.png,0,L,1.084793,0.9419196,0.8766857,0.8153013,0.8556584,0.9658278,1.139599,0.9432877,0.7515734,1.110183,2617,168.441291511347,0.497655592312823,104942,0.354498562103437,53.826331907998,141.528125557348,0.380322509720424,0.93408432924905,8.39789247137439,0.867374723772703,0,0.6542553,1,1
BEH-163.png,0,R,1.166019,0.9707903,0.8803689,0.9646006,0.9788264,0.9512643,1.217575,1.010068,0.8272596,1.006838,2447,155.711043336565,0.660199758230889,98149,0.403799856854708,48.4353818972866,131.493352387922,0.368348521181482,0.928683397061193,10.2823161934397,0.751090060666413,0,0.6318681,1,1
BEH-164.png,0,L,1.232131,1.038122,0.962164,0.945536,0.937013,1.088039,1.253006,1.068381,0.7673991,1.231611,3789,183.651085652494,0.421881211565107,96201,0.32595019796885,66.1813301371362,150.560420583926,0.439566586493727,0.970541272536179,38.0437856717684,0.906651114447204,0,0.6373627,0,1
BEH-165.png,0,L,1.356342,1.174019,1.138783,1.136342,1.104032,1.213504,1.381276,1.220153,0.8377988,1.430288,3967,193.225831391354,0.453948182235003,97217,0.318362893862353,67.1307433738107,159.660459704449,0.420459414297554,0.971998684566874,43.3776001730252,0.891028084768116,0,0.5513514,0,1
BEH-166.png,0,R,1.267635,1.05984,0.9226179,0.9314873,0.9262979,1.096166,1.309489,1.068323,0.7348232,1.292173,3959,185.490024322205,0.618111466326746,81354,0.244592615042683,63.0433154655461,153.968366589432,0.40945628548269,0.949691458890021,1.91873906059064,0.786090462475789,0,0.6505376,0,1
BEH-167.png,0,R,1.231371,1.116191,1.056927,1.086167,1.044992,1.138506,1.250084,1.13187,0.8820799,1.340043,4344,186.251106391664,0.561420075605894,82401,0.225484433832308,67.7218361669982,152.390188308164,0.444397614563286,0.961789031906861,1.36863902409996,0.827530965406536,0,0.657277,0,1
BEH-168.png,0,L,1.393504,1.148119,0.9582577,1.063796,1.045718,1.214055,1.429099,1.189783,0.7633964,1.34098,4292,178.179732867837,0.672830820380884,84242,0.258686898814406,63.7201404322104,146.319662651732,0.435485834763549,0.943515657325973,3.16539560705431,0.739796382219855,0,0.6666667,0,1
BEH-169.png,0,L,1.412319,1.222284,1.118557,1.32567,1.184494,1.263721,1.439977,1.297306,0.938648,1.431259,4312,172.707258237129,0.712833308761399,81525,0.232350188567351,62.1372537796336,141.638631347312,0.438702726710673,0.919987676320216,1.58272129897743,0.701333496933004,0,0.6481481,1,1
BEH-17.png,0,L,1.705298,1.504503,1.195779,1.35742,1.341516,1.476025,1.769142,1.483675,0.7960014,1.719052,4023,191.021192579049,0.510666557023254,94002,0.320579895363233,66.4280562177968,157.807164470151,0.420944489059378,0.953346779514053,23.7582035036713,0.859778848040597,0,0.4756097,0,1
BEH-170.png,0,L,1.350421,1.20057,1.178531,1.161521,1.143056,1.270821,1.392954,1.241542,0.8601177,1.403576,4601,190.485221455279,0.421833918177888,93897,0.319723339734288,72.9057297881171,154.032356561221,0.47331438287215,0.978600802152612,23.0608026960824,0.906673119417737,0,0.5442478,0,1
BEH-171.png,0,L,1.214134,1.113121,1.13783,1.126714,1.095384,1.200308,1.245454,1.161836,0.9279979,1.319113,4644,188.452419251073,0.404549536348241,100258,0.336582430806258,73.5590925689656,151.672872966591,0.484985160036948,0.980811021706116,27.9820629365985,0.914516086594667,0,0.5515695,0,1
BEH-172.png,0,L,1.087961,1.295309,0.9671267,1.08233,1.079173,1.032063,1.008218,1.101083,0.9948245,1.259335,3683,181.977208542467,0.453293071625118,102029,0.367827745979831,64.9299739595512,149.512221562692,0.434278704984165,0.870695864475272,5.21616563982745,0.89136153788273,0,0.5366973,1,1
BEH-173.png,0,L,0.9834867,0.9465937,1.175542,1.358997,1.075959,1.000622,1.003917,1.139281,1.381815,1.206289,3048,335.183956738403,0.433192772021639,96902,0.340679934540463,59.182923800311,305.592494838247,0.193666156073751,0.944684874713605,18.3692319221071,0.901301293834757,0,0.5410628,0,1
BEH-174.png,0,L,0.977895,0.9498208,1.179738,1.372123,1.070574,0.9834209,0.9968305,1.136519,1.40314,1.197052,2993,336.722885078297,0.451942403861651,91948,0.349308043741758,58.3395485788554,307.553110788869,0.189689346432606,0.955723380352016,13.572986052002,0.892047119602856,0,0.5436893,0,1
BEH-175.png,0,R,1.08921,1.006763,0.7754455,0.8797984,0.897931,0.902889,1.127748,0.9629205,0.8077403,1.204828,4826,192.782678935474,0.26345729362664,113225,0.313996085712852,77.0230952927894,154.271131289079,0.499270956589154,0.972222447047016,77.9875565612471,0.964671060224638,0,0.5308642,0,1
BEH-176.png,0,R,1.052171,0.9779844,0.7678831,0.8851641,0.8822185,0.8825451,1.103401,0.9452494,0.8412743,1.205427,4931,201.676192359107,0.313338769295349,113990,0.314399331559077,77.2384909419989,163.056946888107,0.473690280702983,0.979184351079093,75.9667313031887,0.949641414248808,0,0.5714286,0,1
BEH-177.png,0,L,1.274361,1.01481,0.8057154,0.8457549,0.8367133,1.016083,1.3745,1.038532,0.6636697,1.315394,4820,192.019579214296,0.320405092389607,101481,0.319934481018522,76.2707355484411,153.884211440075,0.495637173136128,0.978043352971312,35.3135714121088,0.947280621975773,0,0.5846995,0,1
BEH-178.png,0,L,1.156533,0.9701746,0.797897,0.8454152,0.8523819,0.9694614,1.198503,0.9834377,0.7309908,1.257022,4919,198.702259622345,0.382423976810799,109046,0.350986895324381,76.118068858584,160.643225193053,0.473833046909443,0.97156809804428,64.1788781471958,0.923986959843164,0,0.5465117,0,1
BEH-179.png,0,R,1.08455,1.005656,0.7826844,0.8798741,0.9087094,0.919197,1.123048,0.9661345,0.8112801,1.203205,3944,177.778845544112,0.312589658993869,106454,0.30442321506717,69.0928919940231,143.2323995471,0.482383121503894,0.972721107432082,75.3136423739608,0.949888259265318,0,0.5308642,0,1
BEH-18.png,0,L,1.634864,1.507946,1.187804,1.540167,1.463581,1.35365,1.702868,1.503332,0.9420763,1.767436,4098,185.775999307047,0.561939270876664,86903,0.31571417372217,65.8268672407034,152.862565686695,0.430627779567832,0.914189637626654,17.6112667635122,0.827178490923576,0,0.4685039,1,1
BEH-180.png,0,R,1.048101,0.9679467,0.7691997,0.8842084,0.8633699,0.8789078,1.091982,0.9388933,0.8436292,1.195177,5021,204.621698876858,0.280636721821478,109384,0.314570305306227,78.3547286306522,165.444334561532,0.4736017636283,0.979339839042028,67.0532391826519,0.95981406030819,0,0.5745856,0,1
BEH-181.png,0,L,1.247688,1.011756,0.7922089,0.841419,0.8361419,1.004947,1.338827,1.028333,0.6743825,1.307947,4840,193.537402947336,0.335248692789365,100046,0.321645787194658,76.2222865605108,155.426259667081,0.490408034805555,0.97943785555877,39.7086130792441,0.942129669410226,0,0.5901639,0,1
BEH-182.png,0,L,1,1,1,1,1,1,1,1,1,1,4491,185.403903828431,0.451874030130244,130408,0.394347706527813,71.6731491781048,149.567329239379,0.479203242730862,0.941594336820567,73.5874692146425,0.892081756843985,0,1,1,1
